user_id	item_id	time	c_hour_c	c_weekday_c	c_period_c	c_day_f
406	265	874873374.0	4	0	8	2
342	929	882387731.0	3	3	8	89
518	215	885602314.0	8	5	0	126
153	436	879023663.0	5	6	0	50
487	938	876349251.0	6	3	0	19
486	608	888451664.0	8	3	0	159
265	926	887820828.0	0	3	8	152
279	226	881654635.0	16	1	4	80
373	188	883530133.0	9	2	1	102
245	808	879467514.0	8	4	0	55
478	262	882955460.0	17	2	4	95
564	204	884494252.0	12	6	2	113
275	7	876403418.0	21	3	6	19
265	898	887822433.0	1	3	8	152
420	515	884636542.0	4	1	8	115
458	372	882427250.0	14	3	3	89
164	254	884111217.0	2	2	8	109
428	630	874790813.0	5	6	0	1
310	363	879916076.0	13	2	3	60
15	258	880129816.0	0	5	8	63
535	723	880139120.0	3	5	8	63
525	810	878853734.0	6	4	0	48
557	203	875484613.0	6	0	0	9
533	283	878090054.0	9	2	1	39
157	220	889125629.0	3	4	8	167
148	224	882827400.0	5	1	0	94
384	347	879459641.0	6	4	0	55
405	283	889333508.0	13	6	3	169
518	324	885604805.0	9	5	1	126
306	242	879441386.0	1	4	8	55
201	737	884923047.0	11	4	2	118
199	765	880604077.0	12	3	2	68
15	697	880129691.0	0	5	8	63
222	495	874791623.0	5	6	0	1
47	366	883696347.0	7	4	0	104
429	373	879193088.0	4	1	8	52
559	387	888806120.0	10	0	1	163
406	500	874874585.0	4	0	8	2
535	594	880567742.0	2	3	8	68
493	266	880405395.0	5	1	0	66
453	180	885810429.0	18	0	5	128
256	699	880854472.0	9	6	1	71
229	839	877532777.0	23	2	7	32
302	554	880046229.0	1	4	8	62
339	304	879444734.0	2	4	8	55
50	928	883326399.0	0	0	8	100
505	253	879531248.0	2	5	8	56
296	754	877486953.0	10	2	1	32
77	458	875656317.0	5	2	0	11
462	156	883354760.0	8	0	0	100
10	863	886303934.0	11	6	2	134
453	138	885809356.0	18	0	5	128
364	10	881371766.0	9	5	1	77
502	234	882669695.0	10	6	1	92
575	391	888882133.0	7	1	0	164
253	817	884366035.0	1	5	8	112
433	550	886030938.0	7	3	0	131
536	364	881523612.0	3	0	8	79
507	341	880116887.0	20	4	6	62
159	353	880710086.0	17	4	4	69
231	243	886374286.0	7	0	0	135
380	251	887923924.0	5	4	0	153
94	813	884992754.0	7	5	0	119
533	237	878092569.0	10	2	1	39
493	986	880407079.0	5	1	0	66
218	181	885849419.0	5	1	0	129
576	274	875962931.0	19	5	5	14
342	569	882384603.0	2	3	8	89
464	247	885844395.0	3	1	8	129
382	818	875940755.0	12	5	2	14
308	510	886483970.0	13	1	3	136
429	579	888845229.0	21	0	6	163
358	674	882398312.0	6	3	0	89
404	486	887831447.0	3	3	8	152
112	275	879857797.0	20	1	6	59
500	334	885953622.0	10	2	1	130
525	293	878854284.0	6	4	0	48
548	725	888517390.0	2	4	8	160
430	823	877808361.0	3	6	8	36
156	325	881367618.0	8	5	0	77
329	718	879717548.0	5	0	0	58
516	472	874778065.0	1	6	8	1
60	504	877319610.0	11	0	2	30
364	987	881373838.0	10	5	1	77
530	609	876013552.0	9	6	1	15
526	986	887864204.0	12	3	2	152
569	382	886285168.0	6	6	0	134
265	518	887746196.0	4	2	8	151
577	398	879794962.0	3	1	8	59
303	391	888646088.0	14	5	3	161
502	799	882592678.0	12	5	2	91
423	3	879455905.0	5	4	0	55
434	352	877107050.0	0	5	8	28
121	360	888104123.0	7	6	0	155
406	853	885135954.0	23	6	7	120
505	510	879529855.0	1	5	8	56
516	255	888026047.0	9	5	1	154
491	634	880924483.0	5	0	0	72
512	422	881952599.0	2	5	8	84
21	843	875322796.0	9	5	1	7
325	188	879445522.0	2	4	8	55
403	259	879438319.0	0	4	8	55
358	70	882468047.0	2	4	8	90
279	479	881652610.0	15	1	3	80
236	262	888905582.0	14	1	3	164
130	284	879139002.0	13	0	3	51
432	808	882359838.0	19	2	5	88
133	482	880132313.0	1	5	8	63
342	472	882385684.0	3	3	8	89
326	635	887832999.0	4	3	8	152
577	555	879795790.0	3	1	8	59
457	4	881650090.0	14	1	3	80
333	500	886316647.0	15	6	3	134
569	549	886285762.0	6	6	0	134
10	834	886304188.0	11	6	2	134
548	754	888519206.0	2	4	8	160
399	380	882995625.0	4	3	8	96
428	387	880831630.0	3	6	8	71
420	669	884637501.0	4	1	8	115
487	515	876350766.0	6	3	0	19
545	250	884487279.0	10	6	1	113
534	502	884293309.0	5	4	0	111
263	353	880575531.0	4	3	8	68
561	350	882622481.0	20	5	6	91
573	706	876278860.0	10	2	1	18
254	414	877886029.0	1	0	8	37
475	312	884057783.0	11	1	2	108
34	323	875975237.0	22	5	7	14
22	568	885852862.0	6	1	0	129
76	562	879460347.0	6	4	0	55
122	727	875272786.0	19	4	5	6
530	482	876015530.0	9	6	1	15
378	84	875981429.0	0	6	8	15
279	960	881654545.0	16	1	4	80
8	754	877889131.0	2	0	8	37
395	929	888635637.0	11	5	2	161
516	236	886354114.0	1	0	8	135
420	813	884701677.0	22	1	7	115
274	327	875318267.0	7	5	0	7
111	928	883681723.0	3	4	8	104
183	728	888103703.0	7	6	0	155
530	289	876017933.0	10	6	1	15
323	387	883790749.0	9	5	1	105
547	927	885409515.0	3	3	8	124
231	718	886374342.0	7	0	0	135
533	797	878092802.0	10	2	1	39
80	293	888953953.0	3	2	8	165
441	843	879899233.0	8	2	0	60
420	176	884322047.0	13	4	3	111
310	274	880087599.0	12	4	2	62
481	942	886921036.0	14	6	3	141
462	706	883355063.0	8	0	0	100
128	220	880149924.0	6	5	0	63
423	246	879456405.0	5	4	0	55
422	574	885682426.0	6	6	0	127
558	265	875726708.0	1	3	8	12
75	853	879875940.0	1	2	8	60
419	118	883700766.0	8	4	0	104
24	344	882820686.0	3	1	8	94
244	976	882078778.0	13	6	3	85
366	926	889323481.0	10	6	1	169
298	315	877100016.0	22	4	7	27
478	323	882608279.0	16	5	4	91
358	151	882398084.0	6	3	0	89
419	902	883700618.0	8	4	0	104
453	297	885807235.0	17	0	4	128
267	361	876544432.0	12	5	2	21
382	41	875941763.0	13	5	3	14
215	305	878972493.0	15	5	3	49
530	312	876037519.0	15	6	3	15
523	318	880126430.0	23	4	7	62
544	83	879544397.0	5	5	0	56
295	499	879435369.0	23	3	7	54
149	398	877355315.0	21	0	6	30
479	230	875671807.0	10	2	1	11
275	809	876407174.0	22	3	7	19
1	269	875072262.0	11	2	2	4
116	741	879538275.0	4	5	8	56
516	706	874777701.0	1	6	8	1
452	13	879976215.0	5	3	0	61
380	757	887927588.0	6	4	0	153
532	803	889493351.0	9	1	1	171
574	794	874729750.0	12	5	2	0
199	317	880602893.0	11	3	2	68
313	334	887741960.0	2	2	8	151
506	380	880776981.0	12	5	2	70
420	843	884634818.0	3	1	8	115
420	399	884638062.0	4	1	8	115
442	403	885139921.0	0	0	8	121
453	79	885807291.0	17	0	4	128
316	312	884646092.0	7	1	0	115
521	770	876530628.0	8	5	0	21
390	718	883445606.0	9	1	1	101
577	938	879796438.0	3	1	8	59
299	303	880937780.0	8	0	0	72
278	284	874948475.0	1	1	8	3
529	587	875147935.0	8	3	0	5
327	265	881109306.0	8	2	0	74
412	335	885180989.0	11	0	2	121
293	735	876690021.0	5	0	0	23
421	366	881085217.0	1	2	8	74
540	392	888787396.0	5	0	0	163
334	571	879647540.0	10	6	1	57
140	358	884287580.0	3	4	8	111
577	352	879793501.0	3	1	8	59
203	352	879572451.0	13	5	3	56
362	335	881958606.0	4	5	8	84
194	941	889181092.0	18	4	5	167
486	522	888453144.0	8	3	0	159
470	250	884125042.0	6	2	0	109
562	574	886366101.0	4	0	8	135
235	269	881105481.0	7	2	0	74
522	702	884882916.0	0	4	8	118
373	237	883531072.0	9	2	1	102
550	276	879546553.0	6	5	0	56
573	719	879993824.0	10	3	1	61
164	898	884111637.0	2	2	8	109
465	502	878148329.0	2	3	8	40
233	28	880475782.0	0	2	8	67
203	334	879571438.0	13	5	3	56
522	300	884882916.0	0	4	8	118
13	962	877719158.0	2	5	8	35
393	663	884131738.0	8	2	0	109
110	455	876252263.0	3	2	8	18
505	246	879531158.0	2	5	8	56
479	226	875671302.0	10	2	1	11
441	252	879899125.0	8	2	0	60
380	590	887926632.0	6	4	0	153
563	405	879147497.0	15	0	3	51
522	510	884628437.0	2	1	8	115
307	404	877655085.0	9	4	1	34
164	189	884112901.0	2	2	8	109
244	255	882076121.0	13	6	3	85
9	243	879958969.0	1	3	8	61
303	634	880524541.0	14	2	3	67
499	710	883789386.0	9	5	1	105
431	751	879617489.0	2	6	8	57
353	764	883389983.0	18	0	5	100
452	922	879975752.0	5	3	0	61
222	265	874792483.0	5	6	0	1
576	485	875962227.0	18	5	5	14
121	981	888105254.0	7	6	0	155
237	913	877818580.0	6	6	0	36
88	215	888465413.0	11	3	2	159
250	293	887737647.0	1	2	8	151
188	184	880484475.0	3	2	8	67
500	380	885953684.0	10	2	1	130
10	722	886261387.0	23	5	7	133
389	96	879874726.0	1	2	8	60
420	715	884636205.0	4	1	8	115
384	6	879460140.0	6	4	0	55
431	724	879618338.0	2	6	8	57
530	236	876017294.0	10	6	1	15
392	318	879969878.0	4	3	8	61
395	292	888636992.0	11	5	2	161
548	471	888522612.0	3	4	8	160
306	246	879442673.0	1	4	8	55
369	384	885355805.0	12	2	2	123
493	352	880403810.0	4	1	8	66
222	773	874792018.0	5	6	0	1
538	334	875386402.0	2	6	8	8
537	302	877975344.0	2	1	8	38
268	78	877196633.0	1	6	8	29
334	274	879647140.0	10	6	1	57
321	187	876266775.0	7	2	0	18
342	324	882386662.0	3	3	8	89
310	247	880086755.0	12	4	2	62
389	546	879874583.0	1	2	8	60
58	367	882027133.0	23	5	7	84
530	503	876016726.0	9	6	1	15
238	765	879517779.0	22	4	7	55
63	179	888333542.0	23	1	7	157
501	350	880739654.0	1	5	8	70
406	811	888178129.0	4	0	8	156
242	789	878192379.0	14	3	3	40
366	265	886397318.0	13	0	3	135
34	850	875975717.0	22	5	7	14
535	537	880568094.0	2	3	8	68
479	726	875671464.0	10	2	1	11
276	759	884901093.0	5	4	0	118
431	722	879618385.0	2	6	8	57
476	380	883352600.0	7	0	0	100
454	749	879196517.0	5	1	0	52
110	466	876252243.0	3	2	8	18
526	818	887864071.0	12	3	2	152
384	587	879461280.0	6	4	0	55
359	911	879012471.0	2	6	8	50
452	252	879975586.0	5	3	0	61
378	585	875981708.0	0	6	8	15
503	366	879791922.0	2	1	8	59
303	247	880741811.0	2	5	8	70
403	2	879438257.0	0	4	8	55
276	773	886382364.0	9	0	1	135
85	160	877137015.0	9	5	1	28
1	641	878542459.0	15	0	3	44
548	585	888517740.0	2	4	8	160
529	251	875147448.0	8	3	0	5
383	976	889396049.0	6	0	0	170
574	466	874729996.0	12	5	2	0
484	927	886711452.0	4	4	8	139
358	843	882376446.0	0	3	8	89
342	615	882387773.0	3	3	8	89
518	774	886131547.0	11	4	2	132
567	266	883518903.0	5	2	0	102
530	499	876016726.0	9	6	1	15
558	928	875726618.0	1	3	8	12
502	456	882592850.0	12	5	2	91
550	254	879545603.0	6	5	0	56
412	381	880209797.0	22	5	7	63
420	643	884636827.0	4	1	8	115
401	10	883348308.0	6	0	0	100
54	476	879216949.0	10	1	1	52
274	399	874984002.0	11	1	2	3
146	7	886048040.0	12	3	2	131
349	447	887770217.0	10	2	1	151
275	504	876407138.0	22	3	7	19
420	773	884635171.0	3	1	8	115
50	467	883327754.0	0	0	8	100
385	231	885828389.0	23	0	7	128
363	754	879111937.0	5	0	0	51
501	496	874965298.0	5	1	0	3
52	862	875747265.0	7	3	0	12
262	622	878739459.0	22	2	7	46
358	355	882473476.0	3	4	8	90
1	574	874965954.0	6	1	0	3
490	598	879424743.0	20	3	6	54
503	364	879791792.0	2	1	8	59
516	458	874777528.0	1	6	8	1
531	664	880571006.0	3	3	8	68
253	634	884364437.0	0	5	8	112
500	413	885953574.0	10	2	1	130
135	284	876862171.0	4	2	8	25
250	574	887737431.0	1	2	8	151
161	458	884207525.0	5	3	0	110
505	940	879529702.0	1	5	8	56
435	521	879788345.0	1	1	8	59
327	206	881107817.0	8	2	0	74
122	250	875270507.0	18	4	5	6
297	760	876869667.0	6	2	0	25
435	437	879787917.0	1	1	8	59
433	489	886030938.0	7	3	0	131
170	727	883108477.0	11	4	2	97
144	450	886513674.0	21	1	6	136
250	102	887740099.0	2	2	8	151
403	502	880472216.0	23	1	7	66
550	277	879545181.0	6	5	0	56
303	637	880525540.0	14	2	3	67
524	763	882567383.0	5	5	0	91
342	508	882385443.0	3	3	8	89
266	250	885046244.0	22	5	7	119
360	398	885544110.0	16	4	4	125
561	216	882622127.0	20	5	6	91
554	734	881177836.0	3	3	8	75
403	523	880383425.0	22	0	7	65
518	976	885605794.0	9	5	1	126
358	986	882376584.0	0	3	8	89
467	341	880474851.0	0	2	8	67
571	265	879848432.0	18	1	5	59
479	902	875660236.0	6	2	0	11
144	320	886433881.0	23	0	7	135
519	334	889075928.0	13	3	3	166
319	211	882340620.0	14	2	3	88
318	545	875657926.0	6	2	0	11
467	650	880475540.0	0	2	8	67
71	467	887665423.0	5	1	0	150
422	812	885681886.0	6	6	0	127
197	344	879741340.0	12	0	2	58
548	251	888523619.0	4	4	8	160
578	365	884642558.0	6	1	0	115
298	31	877098437.0	22	4	7	27
580	726	879373935.0	6	3	0	54
428	581	889235367.0	9	5	1	168
549	597	875812065.0	1	4	8	13
338	3	878738853.0	22	2	7	46
19	238	878886682.0	15	4	3	48
533	297	876523654.0	6	5	0	21
574	460	874729778.0	12	5	2	0
247	241	886323757.0	17	6	4	134
478	497	882956158.0	17	2	4	95
108	563	879966785.0	3	3	8	61
224	593	879572893.0	13	5	3	56
215	3	878970427.0	14	5	3	49
371	334	877387935.0	6	1	0	31
522	467	884881679.0	0	4	8	118
533	854	878090381.0	9	2	1	39
396	995	876073160.0	1	0	8	16
299	868	882158327.0	11	0	2	86
326	275	876341467.0	4	3	8	19
136	312	877635980.0	3	4	8	34
188	373	880484286.0	2	2	8	67
432	774	882360467.0	20	2	6	88
177	308	889069878.0	11	3	2	166
380	604	887923923.0	5	4	0	153
579	818	883349384.0	6	0	0	100
59	203	884149431.0	13	2	3	109
574	446	874956713.0	3	1	8	3
155	366	875071195.0	11	2	2	4
365	698	882397543.0	6	3	0	89
560	128	886403631.0	15	0	3	135
549	255	878762087.0	4	3	8	47
467	3	880470350.0	23	1	7	66
293	764	876689878.0	4	0	8	23
527	252	887429999.0	12	5	2	147
554	243	881179505.0	4	3	8	75
538	750	884035992.0	5	1	0	108
289	353	879441417.0	1	4	8	55
277	858	884992998.0	7	5	0	119
434	204	877107558.0	0	5	8	28
581	913	877136175.0	8	5	0	28
403	184	880472148.0	23	1	7	66
336	176	875129839.0	3	3	8	5
10	919	881515613.0	1	0	8	79
275	2	876403009.0	21	3	6	19
294	930	889428642.0	15	0	3	170
276	472	884901235.0	5	4	0	118
576	250	875961816.0	18	5	5	14
361	334	876191239.0	10	1	1	17
577	203	879796171.0	3	1	8	59
121	813	888103725.0	7	6	0	155
574	987	874729816.0	12	5	2	0
257	283	884496069.0	13	6	3	113
2	362	888552017.0	12	4	2	160
214	693	875320516.0	8	5	0	7
446	681	879949073.0	22	2	7	60
48	668	884304812.0	8	4	0	111
514	574	882901146.0	2	2	8	95
234	176	874805699.0	9	6	1	1
518	212	886568874.0	13	2	3	137
205	283	886271675.0	2	6	8	134
49	652	888205145.0	11	0	2	156
43	57	882922540.0	8	2	0	95
550	843	879546443.0	6	5	0	56
364	607	881375284.0	10	5	1	77
98	101	886310197.0	13	6	3	134
534	774	884293933.0	5	4	0	111
573	967	879993758.0	10	3	1	61
527	134	887474605.0	0	6	8	148
143	405	877556864.0	5	3	0	33
199	162	880604302.0	12	3	2	68
552	747	884153712.0	14	2	3	109
203	323	879571695.0	13	5	3	56
526	83	887863635.0	12	3	2	152
250	35	887740033.0	2	2	8	151
526	397	887864757.0	13	3	3	152
390	289	883530484.0	9	2	1	102
365	633	882398054.0	6	3	0	89
164	98	884111359.0	2	2	8	109
518	619	885607028.0	9	5	1	126
513	339	878878654.0	12	4	2	48
269	693	887938556.0	9	4	1	153
577	266	879796596.0	3	1	8	59
577	226	879797475.0	4	1	8	59
325	264	880131550.0	0	5	8	63
518	326	886131457.0	11	4	2	132
433	269	886030682.0	7	3	0	131
577	264	879795576.0	3	1	8	59
333	777	876697448.0	7	0	0	23
122	232	875271948.0	19	4	5	6
562	606	886366731.0	4	0	8	135
512	360	875729749.0	2	3	8	12
548	823	888521783.0	3	4	8	160
403	681	880472061.0	23	1	7	66
482	394	883538815.0	11	2	2	102
558	676	875729983.0	2	3	8	12
49	506	888205228.0	11	0	2	156
321	542	876267041.0	7	2	0	18
535	729	880139765.0	3	5	8	63
435	367	879787770.0	1	1	8	59
358	261	887660440.0	4	1	8	150
526	236	887864369.0	12	3	2	152
475	350	884057692.0	11	1	2	108
153	749	879023599.0	5	6	0	50
574	783	874730261.0	12	5	2	0
194	240	889178986.0	18	4	5	167
390	478	883446725.0	9	1	1	101
576	289	875963452.0	19	5	5	14
569	361	880059957.0	5	4	0	62
338	686	878738548.0	22	2	7	46
434	499	877108919.0	1	5	8	28
324	798	885546336.0	17	4	4	125
389	194	879874725.0	1	2	8	60
302	967	880055296.0	3	4	8	62
487	823	876348035.0	6	3	0	19
92	309	880578286.0	5	3	0	68
389	189	879874871.0	1	2	8	60
366	537	886396240.0	13	0	3	135
561	382	882621460.0	20	5	6	91
431	774	879618502.0	2	6	8	57
569	172	880060820.0	5	4	0	62
390	562	884036466.0	5	1	0	108
289	234	879440605.0	1	4	8	55
404	716	887838717.0	5	3	0	152
512	944	877017810.0	0	4	8	27
208	1000	882150193.0	9	0	1	86
164	658	884111546.0	2	2	8	109
420	384	884321179.0	12	4	2	111
557	607	875483597.0	5	0	0	9
245	564	879466631.0	8	4	0	55
313	944	887744688.0	3	2	8	151
82	304	884239553.0	14	3	3	110
502	224	882670389.0	10	6	1	92
458	668	882425631.0	14	3	3	89
574	91	874957269.0	3	1	8	3
479	317	875672874.0	10	2	1	11
578	325	884642710.0	6	1	0	115
554	995	881179196.0	3	3	8	75
563	622	879147109.0	15	0	3	51
148	556	882826187.0	5	1	0	94
128	103	882477202.0	4	4	8	90
309	380	886438122.0	0	1	8	136
550	706	879547224.0	6	5	0	56
215	167	878970529.0	14	5	3	49
458	506	882426927.0	14	3	3	89
350	569	880140662.0	3	5	8	63
429	215	879192641.0	4	1	8	52
394	437	879541245.0	5	5	0	56
236	249	888906428.0	14	1	3	164
502	31	882669575.0	9	6	1	92
35	296	883613334.0	8	3	0	103
508	486	885667108.0	2	6	8	127
70	774	878770169.0	6	3	0	47
245	376	879544607.0	5	5	0	56
339	555	879442226.0	1	4	8	55
127	185	879524797.0	0	5	8	56
473	334	879384094.0	9	3	1	54
318	275	875908134.0	3	5	8	14
247	345	886307948.0	12	6	2	134
557	304	875482168.0	5	0	0	9
307	883	877655145.0	9	4	1	34
502	482	882590223.0	11	5	2	91
530	576	876036190.0	15	6	3	15
59	914	884067394.0	14	1	3	108
257	902	884494976.0	13	6	3	113
548	454	888519260.0	2	4	8	160
481	412	886920819.0	14	6	3	141
533	589	876524053.0	6	5	0	21
154	499	879465745.0	8	4	0	55
158	224	879547184.0	6	5	0	56
527	241	887477167.0	1	6	8	148
245	167	879466523.0	8	4	0	55
562	549	886366814.0	5	0	0	135
458	740	882426812.0	14	3	3	89
194	719	889178762.0	18	4	5	167
263	413	880574827.0	4	3	8	68
92	817	880578814.0	5	3	0	68
148	706	882826242.0	5	1	0	94
303	118	880525194.0	14	2	3	67
123	384	885593942.0	6	5	0	126
324	313	885545070.0	16	4	4	125
58	251	882145400.0	8	0	0	86
395	491	888636899.0	11	5	2	161
535	382	880138999.0	3	5	8	63
491	636	880928181.0	6	0	0	72
50	188	883326057.0	0	0	8	100
502	569	882592314.0	12	5	2	91
361	255	877554466.0	5	3	0	33
518	368	886454812.0	5	1	0	136
573	345	879991028.0	9	3	1	61
534	289	884293690.0	5	4	0	111
481	887	886922069.0	15	6	3	141
86	334	875886337.0	21	4	6	13
576	362	875962109.0	18	5	5	14
541	360	887763231.0	8	2	0	151
571	293	879847946.0	18	1	5	59
312	236	877399455.0	10	1	1	31
393	485	884132883.0	8	2	0	109
50	807	883327442.0	0	0	8	100
503	409	879792131.0	2	1	8	59
280	990	886523683.0	0	2	8	137
501	690	874965093.0	5	1	0	3
309	334	886439506.0	1	1	8	136
456	426	888718521.0	10	6	1	162
314	68	880889159.0	19	6	5	71
50	765	883326838.0	0	0	8	100
487	706	876349503.0	6	3	0	19
569	609	886286214.0	6	6	0	134
150	547	878962996.0	12	5	2	49
403	515	879454811.0	5	4	0	55
278	706	874948214.0	1	1	8	3
194	249	889178833.0	18	4	5	167
137	479	889402160.0	8	0	0	170
13	350	877722736.0	3	5	8	35
420	589	884634938.0	3	1	8	115
333	883	886315536.0	14	6	3	134
10	842	882140389.0	6	0	0	86
579	884	883349557.0	6	0	0	100
516	162	886474802.0	11	1	2	136
65	262	875027442.0	23	1	7	3
254	398	877888796.0	1	0	8	37
548	224	888517484.0	2	4	8	160
286	525	878951498.0	9	5	1	49
534	448	884291747.0	4	4	8	111
493	409	880402983.0	4	1	8	66
368	353	882912418.0	5	2	0	95
464	204	885844638.0	3	1	8	129
577	220	879796311.0	3	1	8	59
315	221	883764878.0	2	5	8	105
460	311	879793717.0	3	1	8	59
507	251	880116818.0	20	4	6	62
384	349	889125255.0	3	4	8	167
518	663	885607065.0	9	5	1	126
92	479	880564640.0	1	3	8	68
191	656	877661553.0	10	4	1	34
441	467	879900891.0	8	2	0	60
535	591	880313230.0	3	0	8	65
546	482	876816268.0	16	1	4	24
452	189	879976427.0	5	3	0	61
364	502	881372779.0	9	5	1	77
467	754	880474829.0	0	2	8	67
148	241	882826555.0	5	1	0	94
222	243	874792366.0	5	6	0	1
557	325	883975697.0	12	0	2	107
362	605	881959818.0	4	5	8	84
401	942	883347857.0	6	0	0	100
222	428	885159545.0	5	0	0	121
21	138	875323711.0	9	5	1	7
362	380	881958326.0	4	5	8	84
238	255	879517512.0	22	4	7	55
548	765	888517416.0	2	4	8	160
245	156	879466491.0	8	4	0	55
357	419	880411035.0	6	1	0	66
555	1	875543346.0	22	0	7	9
380	558	887924425.0	5	4	0	153
453	500	885808000.0	17	0	4	128
459	532	877907236.0	7	0	0	37
457	138	881649802.0	14	1	3	80
569	502	886285907.0	6	6	0	134
334	309	879646965.0	10	6	1	57
15	297	880129731.0	0	5	8	63
279	262	881653798.0	15	1	3	80
360	223	875261819.0	16	4	4	6
118	663	884585071.0	14	0	3	114
325	1	879446107.0	2	4	8	55
5	242	883602462.0	5	3	0	103
567	341	883428154.0	4	1	8	101
334	967	879646965.0	10	6	1	57
10	356	882139804.0	6	0	0	86
548	257	888522417.0	3	4	8	160
399	555	885598854.0	7	5	0	126
532	362	889492841.0	9	1	1	171
441	808	879900321.0	8	2	0	60
276	592	884901311.0	5	4	0	118
378	368	875982867.0	0	6	8	15
156	862	881367456.0	8	5	0	77
71	900	883954588.0	6	0	0	107
73	724	879454189.0	4	4	8	55
378	695	875982511.0	0	6	8	15
124	236	877015900.0	23	3	7	26
218	890	885847926.0	4	1	8	129
263	486	880575589.0	4	3	8	68
447	900	876231993.0	21	1	6	17
548	718	888517168.0	2	4	8	160
456	543	888730658.0	13	6	3	162
562	283	886366690.0	4	0	8	135
358	525	882376188.0	0	3	8	89
136	843	877636713.0	3	4	8	34
510	437	879456844.0	5	4	0	55
452	3	879975752.0	5	3	0	61
175	232	878956300.0	10	5	1	49
383	336	889396212.0	6	0	0	170
546	323	877075312.0	16	4	4	27
433	540	886030768.0	7	3	0	131
577	771	879795121.0	3	1	8	59
558	269	875728435.0	1	3	8	12
40	503	888068791.0	21	5	6	154
558	574	875730386.0	2	3	8	12
242	589	877881228.0	23	6	7	36
548	296	888519725.0	3	4	8	160
239	167	884196489.0	2	3	8	110
162	394	883782557.0	7	5	0	105
500	129	885953827.0	10	2	1	130
542	609	889489108.0	8	1	0	171
241	499	884183063.0	22	2	7	109
579	296	883348712.0	6	0	0	100
518	465	885607143.0	9	5	1	126
304	88	885479397.0	22	3	7	124
113	167	882693404.0	16	6	4	92
557	508	875484908.0	6	0	0	9
235	572	881105245.0	7	2	0	74
417	261	884477868.0	8	6	0	113
119	764	888640489.0	12	5	2	161
399	184	885599040.0	7	5	0	126
419	611	883700395.0	8	4	0	104
577	880	879795425.0	3	1	8	59
573	555	879992739.0	10	3	1	61
43	939	882922140.0	8	2	0	95
118	950	884585247.0	14	0	3	114
436	373	882156617.0	11	0	2	86
383	523	889396282.0	6	0	0	170
486	317	888451582.0	8	3	0	159
585	744	883710347.0	11	4	2	104
333	771	876699179.0	7	0	0	23
498	352	879447872.0	3	4	8	55
401	883	883348655.0	6	0	0	100
245	974	879466421.0	8	4	0	55
134	479	880557564.0	23	2	7	67
577	667	879795691.0	3	1	8	59
358	267	882374059.0	23	2	7	88
453	249	885807261.0	17	0	4	128
333	863	876697243.0	7	0	0	23
502	477	882592735.0	12	5	2	91
354	425	883504771.0	1	2	8	102
69	255	876534783.0	9	5	1	21
137	360	889401927.0	8	0	0	170
384	256	879460785.0	6	4	0	55
558	272	875726968.0	1	3	8	12
49	261	888204841.0	11	0	2	156
96	545	881260170.0	2	4	8	76
97	397	881171137.0	1	3	8	75
458	860	882426210.0	14	3	3	89
518	633	885604874.0	9	5	1	126
272	560	879438449.0	0	4	8	55
502	203	882670228.0	10	6	1	92
459	668	877907157.0	7	0	0	37
255	304	879821193.0	10	1	1	59
526	634	887864414.0	13	3	3	152
208	742	882150192.0	9	0	1	86
361	138	877553813.0	4	3	8	33
265	1002	887820761.0	0	3	8	152
400	640	883876370.0	9	6	1	106
585	160	883710598.0	11	4	2	104
486	257	888451750.0	8	3	0	159
144	765	886453169.0	4	1	8	136
277	928	884900976.0	5	4	0	118
358	898	887660440.0	4	1	8	150
522	550	884368538.0	1	5	8	112
342	843	882385243.0	3	3	8	89
18	894	874951658.0	2	1	8	3
378	466	875981503.0	0	6	8	15
350	276	880141528.0	3	5	8	63
420	83	884323426.0	13	4	3	111
493	286	880404693.0	4	1	8	66
358	508	882377861.0	0	3	8	89
77	503	875653519.0	5	2	0	11
234	949	874805927.0	9	6	1	1
542	584	889489465.0	8	1	0	171
515	341	876695216.0	6	0	0	23
220	334	878944379.0	7	5	0	49
327	248	881107817.0	8	2	0	74
404	557	887839745.0	6	3	0	152
350	398	880140466.0	3	5	8	63
545	408	884312731.0	10	4	1	111
342	494	882385293.0	3	3	8	89
450	416	881179362.0	4	3	8	75
268	382	877196819.0	1	6	8	29
448	822	879964159.0	2	3	8	61
423	500	879455792.0	5	4	0	55
550	309	879546715.0	6	5	0	56
93	229	886988631.0	9	0	1	142
508	331	885666740.0	2	6	8	127
574	535	874957113.0	3	1	8	3
10	516	882396984.0	6	3	0	89
312	286	877398856.0	9	1	1	31
586	583	879443265.0	1	4	8	55
365	694	882397177.0	6	3	0	89
208	530	882153987.0	10	0	1	86
438	179	886533002.0	3	2	8	137
339	185	879441978.0	1	4	8	55
455	129	880506863.0	9	2	1	67
358	365	887660504.0	4	1	8	150
453	775	885809897.0	18	0	5	128
493	722	880405395.0	5	1	0	66
361	315	877553108.0	4	3	8	33
10	849	882398327.0	6	3	0	89
390	809	883531466.0	9	2	1	102
366	280	886395963.0	13	0	3	135
375	265	875291902.0	0	5	8	7
533	241	878090054.0	9	2	1	39
342	247	882384772.0	2	3	8	89
552	421	884153712.0	14	2	3	109
458	566	882426719.0	14	3	3	89
128	362	880149045.0	5	5	0	63
216	333	875742866.0	5	3	0	12
471	928	879641787.0	8	6	0	57
243	878	875650329.0	4	2	8	11
